URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://openhie.org/fhir/zambia-training/CodeSystem/cs-key-population-status,1.0.0,active,,CSKeyPopulationStatus,Key Population Status,"A list of key population types",
