Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-openhie.fhir.zambia-training.json	4126	-	0	0	0	0	0	0	3	73	0	0	0	0	0	0	0	0	0	0	74	61	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-cs-key-population-status.json	498	16	0	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	1218	0	0	0	0	0	0
fsh-generated/resources/Patient-TestPatientExampleOne.json	1388	20	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	0	0
fsh-generated/resources/Patient-TestPatientExampleTwo.json	1748	17	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hiv-key-pop.json	1738	18	0	0	0	0	0	28	0	45	0	0	1	0	0	0	0	0	0	0	74	1039	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-hiv-pop-status-complex.json	2292	19	0	0	0	0	0	42	0	53	0	0	0	0	0	0	0	1	0	0	98	217	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-hiv-pop-status-date.json	1616	17	0	0	0	0	0	21	0	23	0	0	0	0	0	0	0	0	0	0	54	125	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-test-patient.json	6479	31	0	0	0	0	0	311	0	228	0	0	0	0	0	0	0	2	0	0	585	1086	0	0	0	22	1	4
fsh-generated/resources/ValueSet-vs-key-population-status.json	1203	19	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	14	2222	0	0	0	0	0	0
