URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://openhie.org/fhir/zambia-training/ValueSet/vs-key-population-status,1.0.0,active,,VSKeyPopulationSatus,Key Population Status,"A list of key population types","StructureDefinition/hiv-key-pop","SCT,Internal"
